0/#,0/Player,0/Status,0/Pos,0/Min,0/FGM-A,0/3PM-A,0/FTM-A,0/FIC,0/Off,0/Def,0/Reb,0/Ast,0/PF,0/STL,0/TO,0/BLK,0/PTS,1/#,1/Player,1/Status,1/Pos,1/Min,1/FGM-A,1/3PM-A,1/FTM-A,1/FIC,1/Off,1/Def,1/Reb,1/Ast,1/PF,1/STL,1/TO,1/BLK,1/PTS,2/#,2/Player,2/Status,2/Pos,2/Min,2/FGM-A,2/3PM-A,2/FTM-A,2/FIC,2/Off,2/Def,2/Reb,2/Ast,2/PF,2/STL,2/TO,2/BLK,2/PTS,3/#,3/Player,3/Status,3/Pos,3/Min,3/FGM-A,3/3PM-A,3/FTM-A,3/FIC,3/Off,3/Def,3/Reb,3/Ast,3/PF,3/STL,3/TO,3/BLK,3/PTS,4/#,4/Player,4/Status,4/Pos,4/Min,4/FGM-A,4/3PM-A,4/FTM-A,4/FIC,4/Off,4/Def,4/Reb,4/Ast,4/PF,4/STL,4/TO,4/BLK,4/PTS,5/#,5/Player,5/Status,5/Pos,5/Min,5/FGM-A,5/3PM-A,5/FTM-A,5/FIC,5/Off,5/Def,5/Reb,5/Ast,5/PF,5/STL,5/TO,5/BLK,5/PTS,6/#,6/Player,6/Status,6/Pos,6/Min,6/FGM-A,6/3PM-A,6/FTM-A,6/FIC,6/Off,6/Def,6/Reb,6/Ast,6/PF,6/STL,6/TO,6/BLK,6/PTS,7/#,7/Player,7/Status,7/Pos,7/Min,7/FGM-A,7/3PM-A,7/FTM-A,7/FIC,7/Off,7/Def,7/Reb,7/Ast,7/PF,7/STL,7/TO,7/BLK,7/PTS,8/#,8/Player,8/Status,8/Pos,8/Min,8/FGM-A,8/3PM-A,8/FTM-A,8/FIC,8/Off,8/Def,8/Reb,8/Ast,8/PF,8/STL,8/TO,8/BLK,8/PTS,9/#,9/Player,9/Status,9/Pos,9/Min,9/FGM-A,9/3PM-A,9/FTM-A,9/FIC,9/Off,9/Def,9/Reb,9/Ast,9/PF,9/STL,9/TO,9/BLK,9/PTS,10/#,10/Player,10/Status,10/Pos,10/Min,10/FGM-A,10/3PM-A,10/FTM-A,10/FIC,10/Off,10/Def,10/Reb,10/Ast,10/PF,10/STL,10/TO,10/BLK,10/PTS,11/#,11/Player,11/Status,11/Pos,11/Min,11/FGM-A,11/3PM-A,11/FTM-A,11/FIC,11/Off,11/Def,11/Reb,11/Ast,11/PF,11/STL,11/TO,11/BLK,11/PTS,12/#,12/Player,12/Status,12/Pos,12/Min,12/FGM-A,12/3PM-A,12/FTM-A,12/FIC,12/Off,12/Def,12/Reb,12/Ast,12/PF,12/STL,12/TO,12/BLK,12/PTS
15,"<a href=""/player/Alex-Mumbru/Summary/2885"">Alex Mumbru</a>",Starter,PF,25:44,3-11,3-9,1-4,2.5,1.0,1,2,0,1,1,1,1,10,12,"<a href=""/player/Lucio-Redivo/Summary/42702"">Lucio Redivo</a>",Starter,SG,20:23,3-6,1-4,0-1,3.9,0.0,1,1,2,2,0,0,0,7,9,"<a href=""/player/Jonathan-Tabu/Summary/28610"">Jonathan Tabu</a>",Starter,PG,29:43,5-11,4-8,0-0,11.0,0.0,3,3,5,4,1,1,0,14,2,"<a href=""/player/Devin-Thomas/Summary/42311"">Devin Thomas</a>",Starter,C,25:03,2-5,0-0,1-2,5.8,2.0,3,5,0,4,2,0,1,5,20,"<a href=""/player/Dejan-Todorovic/Summary/39611"">Dejan Todorovic</a>",Starter,SF,28:16,7-16,3-7,4-6,10.8,0.0,2,2,2,1,1,0,0,21,5,"<a href=""/player/Ricardo-Fischer/Summary/40994"">Ricardo Fischer</a>",Bench,PG,10:17,0-2,0-0,3-4,-1.5,0.0,0,0,1,3,0,1,0,3,11,"<a href=""/player/Shane-Hammink/Summary/32785"">Shane Hammink</a>",Bench,PF,16:20,1-3,0-0,0-0,4.2,1.0,2,3,2,2,1,1,1,2,17,"<a href=""/player/Axel-Hervelle/Summary/154"">Axel Hervelle</a>",Bench,PF,18:39,1-2,0-1,2-2,0.2,0.0,2,2,0,4,2,3,0,4,19,"<a href=""/player/Pere-Tomas/Summary/26129"">Pere Tomas</a>",Bench,SF,15:07,2-3,2-3,0-0,5.8,0.0,0,0,2,0,0,0,0,6,22,"<a href=""/player/Vasilije-Vucetic/Summary/32667"">Vasilije Vucetic</a>",Bench,C,10:28,0-2,0-0,2-2,0.5,1.0,1,2,0,2,0,0,0,2,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,2,6,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,18:48,3-5,1-2,2-2,8.2,0.0,3,3,1,3,2,0,0,9,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,26:33,0-2,0-1,5-6,12.5,0.0,3,3,12,4,1,2,0,5,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,25:18,2-2,0-0,5-7,4.6,0.0,1,1,0,2,3,3,0,9,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,24:38,6-9,3-4,0-0,10.8,1.0,6,7,1,2,0,3,0,15,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,28:02,6-13,4-5,2-2,11.0,0.0,0,0,4,1,1,1,0,18,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,16:31,6-7,6-7,2-2,15.8,0.0,1,1,1,0,0,0,0,20,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,18:05,1-1,0-0,1-1,1.6,0.0,3,3,0,3,0,1,0,3,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,16:39,3-6,0-0,0-0,6.0,1.0,2,3,4,4,0,0,0,6,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,13:27,1-3,1-3,0-0,-0.8,0.0,0,0,2,1,0,3,0,3,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,11:59,4-4,0-0,0-1,4.4,1.0,1,2,0,4,0,1,1,8,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"<a href=""/player/Alberto-Abalde/Summary/32824"">Alberto Abalde</a>",Starter,SG,25:11,5-11,1-5,2-2,6.8,0.0,3,3,3,3,1,2,0,13,42,"<a href=""/player/Aaron-Doornekamp/Summary/24058"">Aaron Doornekamp</a>",Starter,PF,27:25,2-3,1-2,2-2,6.2,1.0,1,2,1,3,2,1,0,7,17,"<a href=""/player/Rafa-Martinez/Summary/29009"">Rafa Martinez</a>",Starter,PG,26:52,2-6,2-6,4-4,6.0,0.0,0,0,3,0,0,1,0,10,19,"<a href=""/player/Fernando-San-Emeterio/Summary/24059"">Fernando San Emeterio</a>",Starter,SF,23:07,5-10,0-2,7-7,8.4,0.0,2,2,1,2,3,3,0,17,0,"<a href=""/player/Will-Thomas/Summary/1860"">Will Thomas</a>",Starter,C,28:02,1-4,0-1,3-4,4.2,0.0,5,5,0,2,1,1,1,5,32,"<a href=""/player/Erick-Green/Summary/3715"">Erick Green</a>",Bench,SG,11:11,1-4,0-1,0-0,-3.0,0.0,0,0,0,2,0,1,0,2,51,"<a href=""/player/Tryggvi-Hlinason/Summary/93775"">Tryggvi Hlinason</a>",Bench,C,09:47,1-2,0-0,0-0,5.0,4.0,2,6,0,2,0,0,0,2,21,"<a href=""/player/Tibor-Pleiss/Summary/8219"">Tibor Pleiss</a>",Bench,C,23:05,5-8,0-0,4-4,9.2,2.0,3,5,0,3,0,0,0,14,10,"<a href=""/player/Damjan-Rudez/Summary/2912"">Damjan Rudez</a>",Bench,SF,04:31,0-2,0-2,0-0,-2.0,0.0,0,0,0,1,0,0,0,0,30,"<a href=""/player/Joan-Sastre/Summary/25969"">Joan Sastre</a>",Bench,SF,20:49,3-3,1-1,0-1,1.6,0.0,1,1,1,3,0,3,0,7,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Starter,SF,17:26,3-11,3-11,3-3,3.9,0.0,3,3,0,0,0,1,0,12,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,PG,22:11,3-4,2-2,3-4,9.0,0.0,0,0,4,5,2,1,0,11,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,32:54,4-10,0-0,4-4,6.0,3.0,4,7,0,4,0,3,2,12,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,24:17,4-9,2-4,2-2,8.0,4.0,4,8,0,3,0,2,0,12,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,28:06,6-12,4-8,6-8,12.8,1.0,5,6,0,2,0,1,0,22,22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Bench,SF,17:05,1-7,0-2,4-4,1.5,1.0,1,2,1,1,1,1,0,6,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,10:00,1-3,1-2,0-0,1.2,1.0,0,1,0,1,0,0,0,3,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,15:43,1-2,0-0,1-1,-0.1,1.0,1,2,1,4,0,2,0,3,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,08:04,0-1,0-1,0-0,1.8,0.0,2,2,2,2,0,0,0,0,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,17:08,2-7,2-7,0-0,7.2,0.0,2,2,7,2,0,1,0,6,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,01:51,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,05:15,0-2,0-0,0-0,-2.5,1.0,0,1,0,4,0,0,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,2,5,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
7,"<a href=""/player/Jonathan-Barreiro/Summary/49148"">Jonathan Barreiro</a>",Starter,SF,23:29,1-5,1-4,0-0,1.8,1.0,2,3,1,2,2,2,0,3,11,"<a href=""/player/Tomas-Bellas/Summary/29044"">Tomas Bellas</a>",Starter,PG,23:29,2-6,1-2,8-10,4.8,1.0,2,3,1,3,0,2,0,13,27,"<a href=""/player/Nicolas-de-Jong/Summary/29614"">Nicolas de Jong</a>",Starter,C,22:36,3-6,0-1,3-4,8.2,1.0,5,6,1,3,1,0,0,9,13,"<a href=""/player/Gary-Neal/Summary/10568"">Gary Neal</a>",Starter,SG,33:13,10-16,6-9,10-11,18.9,0.0,2,2,3,3,0,4,0,36,32,"<a href=""/player/Jarvis-Varnado/Summary/2326"">Jarvis Varnado</a>",Starter,PF,24:48,2-4,0-0,3-5,6.6,2.0,4,6,0,3,0,1,2,7,45,"<a href=""/player/Janis-Blums/Summary/25159"">Janis Blums</a>",Bench,SG,11:32,0-3,0-3,0-0,1.8,0.0,4,4,2,2,0,0,0,0,9,"<a href=""/player/Nikola-Dragovic/Summary/6889"">Nikola Dragovic</a>",Bench,PF,12:25,1-3,0-2,2-2,3.8,1.0,1,2,2,2,0,0,0,4,4,"<a href=""/player/Bo-McCalebb/Summary/1907"">Bo McCalebb</a>",Bench,PG,17:00,4-8,0-0,2-3,8.9,0.0,2,2,3,1,3,1,0,10,24,"<a href=""/player/Michal-Michalak/Summary/24810"">Michal Michalak</a>",Bench,SG,11:46,2-5,0-1,0-0,4.0,0.0,3,3,1,1,1,0,0,4,33,"<a href=""/player/Alex-Suarez/Summary/25831"">Alex Suarez</a>",Bench,PF,07:58,1-2,1-1,0-0,1.8,1.0,1,2,0,3,0,0,0,3,5,"<a href=""/player/Juan-Jose-Triguero/Summary/29024"">Juan Jose Triguero</a>",Bench,C,11:44,2-2,0-0,0-0,3.2,0.0,1,1,1,2,0,0,0,4,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,23:33,5-10,0-2,1-2,2.8,1.0,2,3,0,5,0,0,0,11,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,31:11,6-11,1-3,0-0,14.8,5.0,8,13,2,4,0,2,1,13,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,28:33,3-8,2-7,0-0,6.0,0.0,2,2,4,1,0,1,0,8,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,36:09,4-15,3-8,4-4,8.5,1.0,1,2,5,1,1,1,0,15,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,37:16,5-9,0-0,7-8,14.8,0.0,6,6,1,4,1,3,6,17,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,07:02,0-2,0-2,0-0,-0.8,0.0,1,1,0,0,0,0,0,0,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,05:19,0-0,0-0,0-0,1.0,1.0,0,1,0,0,0,0,0,0,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,09:30,0-2,0-0,0-2,0.8,1.0,2,3,1,1,1,1,0,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,18:22,0-1,0-0,0-0,1.2,0.0,2,2,3,1,0,2,0,0,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,06:17,0-1,0-1,0-0,-0.8,0.0,0,0,0,0,0,0,0,0,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,12:03,3-4,0-0,0-1,3.1,1.0,2,3,0,4,2,2,0,6,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,09:45,0-4,0-1,0-0,-5.8,0.0,1,1,1,5,0,2,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,3,4,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
8,"<a href=""/player/Vitor-Benite/Summary/28619"">Vitor Benite</a>",Starter,SF,31:14,4-7,2-3,6-7,10.6,0.0,2,2,3,4,0,0,0,16,16,"<a href=""/player/Marcos-Delia/Summary/24746"">Marcos Delia</a>",Starter,C,25:39,0-4,0-0,1-2,-1.5,1.0,1,2,0,1,0,1,1,1,11,"<a href=""/player/Clevin-Hannah/Summary/7555"">Clevin Hannah</a>",Starter,PG,22:12,2-13,1-8,0-0,2.2,2.0,2,4,4,1,1,1,0,5,-,"<a href=""/player/Brad-Oleson/Summary/29006"">Brad Oleson</a>",Starter,SG,29:52,5-11,1-5,2-2,5.2,1.0,1,2,1,1,1,2,0,13,0,"<a href=""/player/Ovie-Soko/Summary/8162"">Ovie Soko</a>",Starter,PF,34:24,6-15,1-1,5-6,14.5,3.0,8,11,0,2,1,0,1,18,6,"<a href=""/player/Jose-Angel-Antelo/Summary/28143"">Jose Angel Antelo</a>",Bench,PF,07:37,1-4,1-4,2-2,1.2,0.0,2,2,0,1,0,1,0,5,9,"<a href=""/player/Charlon-Kloof/Summary/28029"">Charlon Kloof</a>",Bench,SG,18:13,3-5,1-1,2-2,6.0,1.0,2,3,1,4,1,1,0,9,33,"<a href=""/player/Marko-Lukovic/Summary/26834"">Marko Lukovic</a>",Bench,SF,02:59,0-1,0-0,0-0,-2.8,0.0,0,0,0,2,0,1,0,0,5,"<a href=""/player/Alberto-Martin/Summary/27823"">Alberto Martin</a>",Bench,PG,04:54,0-1,0-1,0-0,-0.5,0.0,1,1,0,1,0,0,0,0,27,"<a href=""/player/Sadiel-Rojas/Summary/31397"">Sadiel Rojas</a>",Bench,SG,17:15,0-2,0-2,1-2,2.8,1.0,6,7,0,5,1,0,0,1,24,"<a href=""/player/Kevin-Tumba/Summary/43935"">Kevin Tumba</a>",Bench,PF,19:21,0-2,0-0,0-2,5.5,3.0,5,8,0,2,1,1,2,0,3,"<a href=""/player/Alex-Urtasun/Summary/29018"">Alex Urtasun</a>",Bench,SG,11:20,0-2,0-1,0-0,-0.2,0.0,1,1,1,1,1,1,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,25:20,4-10,2-6,5-5,10.4,3.0,1,4,2,2,2,2,0,15,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,24:44,1-3,0-1,2-3,3.1,2.0,0,2,1,3,1,0,0,4,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,SG,26:48,4-9,1-2,1-1,4.6,0.0,1,1,3,0,1,4,1,10,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,20:28,2-5,1-4,7-8,9.0,0.0,5,5,3,2,1,3,0,12,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,22:43,2-8,0-0,5-7,7.1,3.0,7,10,1,3,1,4,2,9,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,13:12,3-7,3-7,2-2,5.2,0.0,1,1,2,3,0,1,0,11,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,07:19,1-2,0-1,0-0,0.5,0.0,0,0,0,0,0,0,0,2,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,17:20,2-3,0-0,1-2,7.8,2.0,3,5,2,3,0,0,1,5,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,19:32,1-4,1-2,0-0,1.2,0.0,1,1,2,3,1,1,0,3,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,14:00,3-4,1-2,0-0,4.2,0.0,1,1,0,1,0,0,0,7,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,08:34,0-0,0-0,0-0,1.5,0.0,2,2,0,2,0,0,1,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
11,"<a href=""/player/Paco-Cruz/Summary/22354"">Paco Cruz</a>",Starter,SG,34:55,5-10,1-3,5-6,14.0,0.0,3,3,7,1,3,4,0,16,31,"<a href=""/player/Christian-Eyenga/Summary/1661"">Christian Eyenga</a>",Starter,SF,20:44,2-8,1-2,2-2,2.0,0.0,3,3,1,3,2,2,0,7,4,"<a href=""/player/Ian-OLeary/Summary/8541"">Ian O'Leary</a>",Starter,PF,30:21,4-6,2-3,0-0,15.5,3.0,6,9,2,3,2,0,0,10,0,"<a href=""/player/Gabriel-Olaseni/Summary/28758"">Gabriel Olaseni</a>",Starter,C,21:55,5-10,0-0,2-2,4.0,2.0,1,3,0,5,1,1,0,12,16,"<a href=""/player/Gregory-Vargas/Summary/41079"">Gregory Vargas</a>",Starter,PG,38:35,4-12,3-5,7-8,12.2,2.0,3,5,5,4,0,1,0,18,-,"<a href=""/player/Przemek-Karnowski/Summary/24347"">Przemek Karnowski</a>",Bench,C,18:16,3-8,0-0,1-2,4.8,1.0,2,3,0,2,2,0,1,7,8,"<a href=""/player/Alex-Llorca/Summary/26130"">Alex Llorca</a>",Bench,SG,10:13,1-2,0-1,2-2,0.2,0.0,0,0,0,1,0,1,0,4,19,"<a href=""/player/Sergio-Llorente/Summary/39749"">Sergio Llorente</a>",Bench,PG,01:25,0-0,0-0,0-0,1.0,0.0,0,0,1,0,0,0,0,0,5,"<a href=""/player/Luka-Rupnik/Summary/26562"">Luka Rupnik</a>",Bench,PG,04:41,0-1,0-0,0-0,-1.8,0.0,0,0,0,2,0,0,0,0,,"<a href=""/player/Rolands-Smits/Summary/27874"">Rolands Smits</a>",Bench,SF,18:55,2-4,1-3,2-2,4.5,0.0,1,1,2,5,1,0,0,7,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,3,5,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SG,27:30,7-8,3-4,4-4,14.8,1.0,1,2,2,1,0,2,0,21,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,29:36,2-2,0-0,0-0,11.5,2.0,8,10,1,0,1,2,1,4,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,PG,23:10,1-5,1-3,2-4,5.8,1.0,2,3,4,1,2,2,0,5,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,20:29,2-7,0-0,2-2,2.2,0.0,5,5,0,5,0,2,3,6,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SF,26:09,4-7,3-5,0-0,2.2,0.0,2,2,0,4,0,3,0,11,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,15:14,1-6,1-5,0-0,-2.8,0.0,1,1,1,2,1,3,0,3,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,17:56,0-3,0-1,1-2,-1.0,0.0,0,0,4,2,2,4,0,1,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,13:05,1-3,0-1,2-2,5.8,4.0,3,7,0,5,0,0,1,4,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,10:01,1-4,1-4,2-2,-2.8,0.0,0,0,0,2,0,3,0,5,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,16:50,1-4,0-0,2-2,0.0,0.0,1,1,0,2,0,0,0,4,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,2,4,&nbsp;,&nbsp;,&nbsp;,3,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"<a href=""/player/Eulis-Baez/Summary/13138"">Eulis Baez</a>",Starter,PF,24:41,3-7,0-1,2-6,5.0,2.0,4,6,0,3,2,1,0,8,12,"<a href=""/player/Ondrej-Balvin/Summary/27496"">Ondrej Balvin</a>",Starter,C,20:16,3-7,0-0,3-6,7.0,2.0,4,6,0,1,0,0,1,9,22,"<a href=""/player/Xavi-Rabaseda/Summary/9747"">Xavi Rabaseda</a>",Starter,SF,30:09,2-7,0-3,2-2,1.2,1.0,1,2,1,3,1,1,0,6,-,"<a href=""/player/Nikola-Radicevic/Summary/25779"">Nikola Radicevic</a>",Starter,PG,20:11,3-4,0-0,2-2,6.0,0.0,1,1,2,4,2,1,0,8,11,"<a href=""/player/DJ-Seeley/Summary/6722"">D.J. Seeley</a>",Starter,SG,27:18,2-6,1-2,2-2,9.0,1.0,1,2,6,3,3,2,0,7,34,"<a href=""/player/Pablo-Aguilar/Summary/8218"">Pablo Aguilar</a>",Bench,PF,15:19,3-6,3-4,0-0,5.8,0.0,1,1,1,1,0,0,0,9,10,"<a href=""/player/Nicolas-Brussino/Summary/59353"">Nicolas Brussino</a>",Bench,PF,17:21,2-8,1-4,0-0,-0.2,0.0,1,1,2,4,1,1,0,5,40,"<a href=""/player/Luke-Fischer/Summary/50094"">Luke Fischer</a>",Bench,C,12:12,3-3,0-0,4-4,12.5,1.0,3,4,2,2,1,0,1,10,9,"<a href=""/player/Gal-Mekel/Summary/7577"">Gal Mekel</a>",Bench,PG,07:44,2-4,0-1,0-0,2.0,0.0,0,0,1,0,0,0,0,4,4,"<a href=""/player/Albert-Oliver/Summary/29021"">Albert Oliver</a>",Bench,PG,17:17,4-10,2-6,0-1,3.9,0.0,1,1,3,0,0,2,0,10,14,"<a href=""/player/Anzejs-Pasecniks/Summary/32736"">Anzejs Pasecniks</a>",Bench,C,07:32,2-2,0-0,2-2,6.0,2.0,1,3,0,1,0,2,2,6,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,2,6,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
